Lettera;Codice Ateco 2007;Descrizione
G;4759;Commercio al dettaglio di mobili, di articoli per l'illuminazione e altri articoli per la casa in esercizi specializzati
G;47591;Commercio al dettaglio di mobili per la casa
G;475910;Commercio al dettaglio di mobili per la casa
G;47592;Commercio al dettaglio di utensili per la casa, di cristallerie e vasellame
G;475920;Commercio al dettaglio di utensili per la casa, di cristallerie e vasellame
G;47593;Commercio al dettaglio di articoli per l'illuminazione
G;475930;Commercio al dettaglio di articoli per l'illuminazione
G;47594;Commercio al dettaglio di macchine per cucire e per maglieria per uso domestico
G;475940;Commercio al dettaglio di macchine per cucire e per maglieria per uso domestico
G;47595;Commercio al dettaglio di sistemi di sicurezza
G;475950;Commercio al dettaglio di sistemi di sicurezza
G;47596;Commercio al dettaglio di strumenti musicali e spartiti
G;475960;Commercio al dettaglio di strumenti musicali e spartiti
G;47599;Commercio al dettaglio di altri articoli diversi per uso domestico nca
G;475991;Commercio al dettaglio di articoli in legno, sughero, vimini e articoli in plastica per uso domestico
G;475999;Commercio al dettaglio di altri articoli per uso domestico nca
G;476;COMMERCIO AL DETTAGLIO DI ARTICOLI CULTURALI E RICREATIVI IN ESERCIZI SPECIALIZZATI
G;4761;Commercio al dettaglio di libri in esercizi specializzati
G;47610;Commercio al dettaglio di libri nuovi in esercizi specializzati
G;476100;Commercio al dettaglio di libri nuovi in esercizi specializzati
G;4762;Commercio al dettaglio di giornali e articoli di cartoleria in esercizi specializzati
G;47621;Commercio al dettaglio di giornali, riviste e periodici
G;476210;Commercio al dettaglio di giornali, riviste e periodici
G;47622;Commercio al dettaglio di articoli di cartoleria e forniture per ufficio
G;476220;Commercio al dettaglio di articoli di cartoleria e forniture per ufficio
G;4763;Commercio al dettaglio di registrazioni musicali e video in esercizi specializzati
G;47630;Commercio al dettaglio di registrazioni musicali e video in esercizi specializzati
G;476300;Commercio al dettaglio di registrazioni musicali e video in esercizi specializzati
G;4764;Commercio al dettaglio di articoli sportivi in esercizi specializzati
G;47641;Commercio al dettaglio di articoli sportivi, biciclette e articoli per il tempo libero
G;476410;Commercio al dettaglio di articoli sportivi, biciclette e articoli per il tempo libero
G;47642;Commercio al dettaglio di natanti e accessori
G;476420;Commercio al dettaglio di natanti e accessori
G;4765;Commercio al dettaglio di giochi e giocattoli in esercizi specializzati
G;47650;Commercio al dettaglio di giochi e giocattoli (inclusi quelli elettronici)
G;476500;Commercio al dettaglio di giochi e giocattoli (inclusi quelli elettronici)
G;477;COMMERCIO AL DETTAGLIO DI ALTRI PRODOTTI IN ESERCIZI SPECIALIZZATI
G;4771;Commercio al dettaglio di articoli di abbigliamento in esercizi specializzati
G;47711;Commercio al dettaglio di confezioni per adulti
G;477110;Commercio al dettaglio di confezioni per adulti
G;47712;Commercio al dettaglio di confezioni per bambini e neonati
G;477120;Commercio al dettaglio di confezioni per bambini e neonati
G;47713;Commercio al dettaglio di biancheria personale, maglieria, camicie
G;477130;Commercio al dettaglio di biancheria personale, maglieria, camicie
G;47714;Commercio al dettaglio di pellicce e di abbigliamento in pelle
G;477140;Commercio al dettaglio di pellicce e di abbigliamento in pelle
G;47715;Commercio al dettaglio di cappelli, ombrelli, guanti e cravatte
G;477150;Commercio al dettaglio di cappelli, ombrelli, guanti e cravatte
G;4772;Commercio al dettaglio di calzature e articoli in pelle in esercizi specializzati
G;47721;Commercio al dettaglio di calzature e accessori
G;477210;Commercio al dettaglio di calzature e accessori
G;47722;Commercio al dettaglio di articoli di pelletteria e da viaggio
G;477220;Commercio al dettaglio di articoli di pelletteria e da viaggio
G;4773;Commercio al dettaglio di medicinali in esercizi specializzati
G;47731;Farmacie
G;477310;Farmacie
G;47732;Commercio al dettaglio in altri esercizi specializzati di medicinali non soggetti a prescrizione medica
G;477320;Commercio al dettaglio in altri esercizi specializzati di medicinali non soggetti a prescrizione medica
G;4774;Commercio al dettaglio di articoli medicali e ortopedici in esercizi specializzati
G;47740;Commercio al dettaglio di articoli medicali e ortopedici in esercizi specializzati
G;477400;Commercio al dettaglio di articoli medicali e ortopedici in esercizi specializzati
G;4775;Commercio al dettaglio di cosmetici, di articoli di profumeria e di erboristeria in esercizi specializzati
G;47751;Commercio al dettaglio di articoli di profumeria, prodotti per toletta e per l'igiene personale
G;477510;Commercio al dettaglio di articoli di profumeria, prodotti per toletta e per l'igiene personale
G;47752;Erboristerie
G;477520;Erboristerie
G;4776;Commercio al dettaglio di fiori, piante, semi, fertilizzanti, animali domestici e alimenti per animali domestici in esercizi specializzati
G;47761;Commercio al dettaglio di fiori e piante
G;477610;Commercio al dettaglio di fiori e piante
G;47762;Commercio al dettaglio di piccoli animali domestici
G;477620;Commercio al dettaglio di piccoli animali domestici
G;4777;Commercio al dettaglio di orologi e articoli di gioielleria in esercizi specializzati
G;47770;Commercio al dettaglio di orologi, articoli di gioielleria e argenteria
G;477700;Commercio al dettaglio di orologi, articoli di gioielleria e argenteria
G;4778;Commercio al dettaglio di altri prodotti (esclusi quelli di seconda mano) in esercizi specializzati
G;47781;Commercio al dettaglio di mobili per ufficio
G;477810;Commercio al dettaglio di mobili per ufficio
G;47782;Commercio al dettaglio di materiale per ottica e fotografia
G;477820;Commercio al dettaglio di materiale per ottica e fotografia
G;47783;Commercio al dettaglio di oggetti d'arte di culto e di decorazione, chincaglieria e bigiotteria
G;477831;Commercio al dettaglio di oggetti d'arte (incluse le gallerie d'arte)
G;477832;Commercio al dettaglio di oggetti d'artigianato
G;477833;Commercio al dettaglio di arredi sacri ed articoli religiosi
G;477834;Commercio al dettaglio di articoli da regalo e per fumatori
G;477835;Commercio al dettaglio di bomboniere
G;477836;Commercio al dettaglio di chincaglieria e bigiotteria (inclusi gli oggetti ricordo e gli articoli di promozione pubblicitaria)
G;477837;Commercio al dettaglio di articoli per le belle arti
G;47784;Commercio al dettaglio di combustibile per uso domestico e per riscaldamento
G;477840;Commercio al dettaglio di combustibile per uso domestico e per riscaldamento
G;47785;Commercio al dettaglio di armi e munizioni, articoli militari
G;477850;Commercio al dettaglio di armi e munizioni, articoli militari
G;47786;Commercio al dettaglio di saponi, detersivi, prodotti per la lucidatura e affini
G;477860;Commercio al dettaglio di saponi, detersivi, prodotti per la lucidatura e affini
G;47789;Commercio al dettaglio di altri prodotti non alimentari
G;477891;Commercio al dettaglio di filatelia, numismatica e articoli da collezionismo
G;477892;Commercio al dettaglio di spaghi, cordami, tele e sacchi di juta e prodotti per l'imballaggio (esclusi quelli in carta e cartone)
G;477893;Commercio al dettaglio di articoli funerari e cimiteriali
G;477894;Commercio al dettaglio di articoli per adulti (sexy shop)
G;477899;Commercio al dettaglio di altri prodotti non alimentari nca
G;4779;Commercio al dettaglio di articoli di seconda mano in negozi
G;47791;Commercio al dettaglio di libri di seconda mano
G;477910;Commercio al dettaglio di libri di seconda mano
G;47792;Commercio al dettaglio di mobili usati e oggetti di antiquariato
G;477920;Commercio al dettaglio di mobili usati e oggetti di antiquariato
G;47793;Commercio al dettaglio di indumenti e altri oggetti usati
G;477930;Commercio al dettaglio di indumenti e altri oggetti usati
G;47794;Case d'asta al dettaglio (escluse aste via internet)
G;477940;Case d'asta al dettaglio (escluse aste via internet)
G;478;COMMERCIO AL DETTAGLIO AMBULANTE
G;4781;Commercio al dettaglio ambulante di prodotti alimentari e bevande
G;47810;Commercio al dettaglio ambulante di prodotti alimentari e bevande
G;478101;Commercio al dettaglio ambulante di prodotti ortofrutticoli
G;478102;Commercio al dettaglio ambulante di prodotti ittici
G;478103;Commercio al dettaglio ambulante di carne
G;478109;Commercio al dettaglio ambulante di altri prodotti alimentari e bevande nca
G;4782;Commercio al dettaglio ambulante di prodotti tessili, abbigliamento e calzature
G;47820;Commercio al dettaglio ambulante di prodotti tessili, abbigliamento, calzature e pelletterie
G;478201;Commercio al dettaglio ambulante di tessuti, articoli tessili per la casa, articoli di abbigliamento
G;478202;Commercio al dettaglio ambulante di calzature e pelletterie
G;4789;Commercio al dettaglio ambulante di altri prodotti
G;47890;Commercio al dettaglio ambulante di altri prodotti
G;478901;Commercio al dettaglio ambulante di fiori, piante, bulbi, semi e fertilizzanti
G;478902;"Commercio al dettaglio ambulante di macchine, attrezzature e prodotti per l'agricoltura; attrezzature per il giardinaggio"
G;478903;"Commercio al dettaglio ambulante di profumi e cosmetici; saponi, detersivi ed altri detergenti per qualsiasi uso"
G;478904;Commercio al dettaglio ambulante di chincaglieria e bigiotteria
G;478905;"Commercio al dettaglio ambulante di arredamenti per giardino; mobili; tappeti e stuoie; articoli casalinghi; elettrodomestici; materiale elettrico"
G;478909;Commercio al dettaglio ambulante di altri prodotti nca
G;479;COMMERCIO AL DETTAGLIO AL DI FUORI DI NEGOZI, BANCHI E MERCATI
G;4791;Commercio al dettaglio per corrispondenza o attraverso internet
G;47911;Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet
G;479110;Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet
G;47912;Commercio al dettaglio di qualsiasi tipo di prodotto effettuato per televisione
G;479120;Commercio al dettaglio di qualsiasi tipo di prodotto effettuato per televisione
G;47913;Commercio al dettaglio di qualsiasi tipo di prodotto per corrispondenza, radio, telefono
G;479130;Commercio al dettaglio di qualsiasi tipo di prodotto per corrispondenza, radio, telefono
G;4799;Altro commercio al dettaglio al di fuori di negozi, banchi o mercati
G;47991;Commercio al dettaglio di prodotti vari, mediante l'intervento di un dimostratore o di un incaricato alla vendita (porta a porta)
G;479910;Commercio al dettaglio di prodotti vari, mediante l'intervento di un dimostratore o di un incaricato alla vendita (porta a porta)
G;47992;Commercio effettuato per mezzo di distributori automatici
G;479920;Commercio effettuato per mezzo di distributori automatici
H;H;TRASPORTO E MAGAZZINAGGIO
H;49;TRASPORTO TERRESTRE E TRASPORTO MEDIANTE CONDOTTE
H;491;TRASPORTO FERROVIARIO DI PASSEGGERI (INTERURBANO)
H;4910;Trasporto ferroviario di passeggeri (interurbano)
H;49100;Trasporto ferroviario di passeggeri (interurbano)
H;491000;Trasporto ferroviario di passeggeri (interurbano)
H;492;TRASPORTO FERROVIARIO DI MERCI
H;4920;Trasporto ferroviario di merci
H;49200;Trasporto ferroviario di merci
H;492000;Trasporto ferroviario di merci
H;493;ALTRI TRASPORTI TERRESTRI DI PASSEGGERI
H;4931;Trasporto terrestre di passeggeri in aree urbane e suburbane
H;49310;Trasporto terrestre di passeggeri in aree urbane e suburbane
H;493100;Trasporto terrestre di passeggeri in aree urbane e suburbane
H;4932;Trasporto con taxi, noleggio di autovetture con conducente
H;49321;Trasporto con taxi
H;493210;Trasporto con taxi
H;49322;Trasporto mediante noleggio di autovetture da rimessa con conducente
H;493220;Trasporto mediante noleggio di autovetture da rimessa con conducente
H;4939;Altri trasporti terrestri di passeggeri nca
H;49390;Altri trasporti terrestri di passeggeri nca
H;493901;Gestioni di funicolari, ski-lift e seggiovie se non facenti parte dei sistemi di transito urbano o suburbano
H;493909;Altre attività di trasporti terrestri di passeggeri nca
H;494;TRASPORTO DI MERCI SU STRADA E SERVIZI DI TRASLOCO
H;4941;Trasporto di merci su strada
H;49410;Trasporto di merci su strada
H;494100;Trasporto di merci su strada
H;4942;Servizi di trasloco
H;49420;Servizi di trasloco
H;494200;Servizi di trasloco
H;495;TRASPORTO MEDIANTE CONDOTTE
H;4950;Trasporto mediante condotte
H;49501;Trasporto mediante condotte di gas
H;495010;Trasporto mediante condotte di gas
H;49502;Trasporto mediante condotte di liquidi
H;495020;Trasporto mediante condotte di liquidi
H;50;TRASPORTO MARITTIMO E PER VIE D'ACQUA
H;501;TRASPORTO MARITTIMO E COSTIERO DI PASSEGGERI
H;5010;Trasporto marittimo e costiero di passeggeri
H;50100;Trasporto marittimo e costiero di passeggeri
H;501000;Trasporto marittimo e costiero di passeggeri
H;502;TRASPORTO MARITTIMO E COSTIERO DI MERCI
H;5020;Trasporto marittimo e costiero di merci
H;50200;Trasporto marittimo e costiero di merci
H;502000;Trasporto marittimo e costiero di merci
H;503;TRASPORTO DI PASSEGGERI PER VIE D'ACQUA INTERNE
H;5030;Trasporto di passeggeri per vie d'acqua interne
H;50300;Trasporto di passeggeri per vie d'acqua interne (inclusi i trasporti lagunari)
H;503000;Trasporto di passeggeri per vie d'acqua interne (inclusi i trasporti lagunari)
H;504;TRASPORTO DI MERCI PER VIE D'ACQUA INTERNE
H;5040;Trasporto di merci per vie d'acqua interne
H;50400;Trasporto di merci per vie d'acqua interne
H;504000;Trasporto di merci per vie d'acqua interne
H;51;TRASPORTO AEREO
H;511;TRASPORTO AEREO DI PASSEGGERI
H;5110;Trasporto aereo di passeggeri
H;51101;Trasporto aereo di linea di passeggeri
H;511010;Trasporto aereo di linea di passeggeri
H;51102;"Trasporto aereo non di linea di passeggeri; voli charter"
H;511020;"Trasporto aereo non di linea di passeggeri; voli charter"
H;512;TRASPORTO AEREO DI MERCI E TRASPORTO SPAZIALE
H;5121;Trasporto aereo di merci
H;51210;Trasporto aereo di merci
H;512100;Trasporto aereo di merci
H;5122;Trasporto spaziale
H;51220;Trasporto spaziale
H;512200;Trasporto spaziale
H;52;MAGAZZINAGGIO E ATTIVITÀ DI SUPPORTO AI TRASPORTI
H;521;MAGAZZINAGGIO E CUSTODIA
H;5210;Magazzinaggio e custodia
H;52101;Magazzini di custodia e deposito per conto terzi
H;521010;Magazzini di custodia e deposito per conto terzi
H;52102;Magazzini frigoriferi per conto terzi
